Date,Symbol,Company,Open,High,Low,Close,PrevClose,Volume,TradedValue,Trades
19-06-2026,NTPC,NTPC LTD,361.95,368,359.95,365.8,361.95,17465450,6390314709,103032
19-06-2026,RHETAN,RHETAN TMT LIMITED,28.26,30.04,27.76,29.46,28.1,17414651,506764522.8,11900
19-06-2026,TEJASNET,TEJAS NETWORKS LIMITED,598.05,644.75,596,632.35,600.15,17342068,10863852156,224813
19-06-2026,PATELENG,PATEL ENGINEERING LTD.,30.01,31.72,29.61,31.02,30.01,17055822,530611447.7,30943
19-06-2026,IDFCFIRSTB,IDFC FIRST BANK LIMITED,77.93,78.93,77.54,78.68,78.09,17050266,1336666032,54525
19-06-2026,AURIGROW,AURI GROW INDIA LIMITED,0.34,0.35,0.33,0.34,0.34,16704141,5729570.92,1123
19-06-2026,CANBK,CANARA BANK,134.95,134.95,133.1,133.74,134.97,16485585,2207205661,57981
19-06-2026,BHARTIARTL,BHARTI AIRTEL LIMITED,1874.3,1917.5,1867.2,1910.8,1874.8,15918432,30336272703,156746
19-06-2026,ASHOKLEY,ASHOK LEYLAND LTD,157.89,158.18,155.53,156.66,158.45,15870225,2488186243,68616
19-06-2026,IOC,INDIAN OIL CORP LTD,144.98,145.74,142.67,143.43,146.11,15764700,2264548906,97376
19-06-2026,JINDWORLD,JINDAL WORLDWIDE LTD,30.71,33.99,30.67,32.44,30.39,15617349,508625614,62402
19-06-2026,VIKRAMSOLR,VIKRAM SOLAR LIMITED,209.95,214.2,195.4,200.42,209.95,15078336,3070525953,120605
19-06-2026,VEDL,VEDANTA LIMITED,302.4,304.9,299.5,300.8,306,15040336,4528332077,127939
19-06-2026,MAHABANK,BANK OF MAHARASHTRA,89.4,90.5,88.9,90.19,89.5,14248205,1279546338,48773
19-06-2026,SOUTHBANK,THE SOUTH INDIAN BANK LTD,48.5,49.15,48.05,48.46,48.49,14135084,686188995.2,36042
19-06-2026,KWIL,KWALITY WALL'S (INDIA) L,36.59,37.5,35.55,35.95,36.65,13971598,510645377.4,24805
19-06-2026,ITC,ITC LTD,289.8,294.55,288.4,292.5,291.15,13874008,4036648451,254060
19-06-2026,HSCL,HIMADRI SPECIALITY CHEM L,689,699.95,665.6,671.05,690.3,13846530,9493090926,103572
19-06-2026,UTKARSHBNK,UTKARSH SMALL FIN BANK L,15.19,15.3,14.67,14.79,15.02,13778301,206893127.2,16350
19-06-2026,PNB,PUNJAB NATIONAL BANK,109,109.48,108.3,108.77,109.58,13771644,1497785323,38371
19-06-2026,NYKAA,FSN E COMMERCE VENTURES,299.2,303.7,298.55,302.3,298.1,13610176,4108046457,103591
19-06-2026,TCS,TATA CONSULTANCY SERV LT,2105,2138,2059.9,2125,2203.3,13286502,27758042714,481812
19-06-2026,IRFC,INDIAN RAILWAY FIN CORP L,99.01,100.8,98.84,99.51,100.13,13152144,1311371806,55162
19-06-2026,BAJFINANCE,BAJAJ FINANCE LIMITED,954.05,971.7,953.25,961.8,958.85,12941776,12457330967,158695
19-06-2026,PVTBANKADD,DSPAMC - DSPPVBKETF,28.37,28.7,28.19,28.47,28.41,12654509,359064493.2,349
19-06-2026,JISLJALEQS,JAIN IRRIGATION SYSTEMS,33.15,35.5,32.7,34.87,33.17,12521188,431323312.9,27917
19-06-2026,EASEMYTRIP,EASY TRIP PLANNERS LTD,8.02,8.05,7.81,7.95,7.99,12475792,98610773.19,10069
19-06-2026,NHPC,NHPC LTD,75.7,76.01,75.13,75.82,75.94,12361623,933915193,30368
19-06-2026,MSUMI,MOTHERSON SUMI WRNG IND L,37.65,38.6,37.42,38.03,37.75,12257716,463943808.4,55868
19-06-2026,LICI,LIFE INSURA CORP OF INDIA,430.8,450.2,430.05,440.15,430,12106383,5344054919,103308
19-06-2026,TMPV,TATA MOTORS PASS VEH LTD,363.75,363.75,356.5,359.5,364.65,11928855,4279923420,128867
19-06-2026,SWSOLAR,STRLNG & WIL REN ENE LTD,221.84,241.5,218.79,235.47,222.13,11739576,2762158531,116151
