TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
2026-07-01,2026-07-01,CM,NSE,STK,14366,INE669E01016,IDEA,EQ,,,,,VODAFONE IDEA LIMITED,14.46,14.85,14.35,14.64,14.62,14.46,,14.64,,,423814945,6197440427.1,973477,F1,1,,,,,
2026-07-01,2026-07-01,CM,NSE,STK,15259,INE614G01033,RPOWER,EQ,,,,,RELIANCE POWER LTD.,25.14,29.4,24.97,27.17,27.06,24.84,,27.17,,,347938381,9738086743.4,330961,F1,1,,,,,
2026-07-01,2026-07-01,CM,NSE,STK,24777,INE0LXG01040,OLAELEC,EQ,,,,,OLA ELECTRIC MOBILITY LTD,43.97,45.9,43.85,45.02,44.92,43.76,,45.02,,,274002773,12387216912.77,329520,F1,1,,,,,
2026-07-01,2026-07-01,CM,NSE,STK,750518,INE694L01019,VEDPOWER,EQ,,,,,VEDANTA POWER LIMITED,40.39,47.24,39.84,44.21,44.65,40.28,,44.21,,,208285426,9172619597.56,349616,F1,1,,,,,
2026-07-01,2026-07-01,CM,NSE,STK,750368,INE704J01044,VOGL,EQ,,,,,VEDANTA OIL AND GAS LTD,32.4,38.68,31.93,38.68,38.68,32.24,,38.7,,,165527150,6097520911.24,149325,F1,1,,,,,
2026-07-01,2026-07-01,CM,NSE,STK,750290,INE1CLE01013,VISL,EQ,,,,,VEDANTA IRON AND STEEL L,36.48,38.78,36.25,38.78,38.78,35.26,,38.78,,,113217339,4277335677.45,353201,F1,1,,,,,
2026-07-01,2026-07-01,CM,NSE,STK,16249,INE483S01020,CCAVENUE,EQ,,,,,AVENUESAI LIMITED,16.49,18.1,16.49,17.31,17.45,16.49,,17.31,,,100705472,1765323619.79,164186,F1,1,,,,,
2026-07-01,2026-07-01,CM,NSE,STK,11763,INE351F01018,JPPOWER,EQ,,,,,JAIPRAKASH POWER VEN. LTD,17.7,18.4,17.7,17.95,17.91,17.67,,17.95,,,100479455,1819537922.24,55537,F1,1,,,,,
2026-07-01,2026-07-01,CM,NSE,STK,3761,INE320J01015,RITES,EQ,,,,,RITES LIMITED,207.37,241.3,206.0,233.19,230.8,204.51,,233.19,,,96672487,22277544814.67,564956,F1,1,,,,,
2026-07-01,2026-07-01,CM,NSE,STK,11915,INE528G01035,YESBANK,EQ,,,,,YES BANK LIMITED,24.25,24.65,24.07,24.58,24.5,24.18,,24.58,,,93513120,2280558633.08,84832,F1,1,,,,,
