Date,Symbol,Company,Open,High,Low,Close,PrevClose,DailyReturnPct,DailyRange,RangePct,GapPct,Volume,TradedValue,Trades
2026-06-24 00:00:00,IDEA,VODAFONE IDEA LIMITED,14.47,14.59,14.16,14.31,14.45,-0.97,0.43,2.97,0.14,437079976,6282519588.18,695524
2026-06-24 00:00:00,YESBANK,YES BANK LIMITED,24.55,25.07,24.55,24.94,24.55,1.59,0.52,2.12,0.00,117169271,2919705058.61,87876
2026-06-24 00:00:00,PINELABS,PINE LABS LIMITED,150.20,162.49,149.99,161.27,150.05,7.48,12.50,8.32,0.10,94654541,14944667537.00,359067
2026-06-24 00:00:00,ROTO,ROTO PUMPS LIMITED,72.89,78.87,72.42,76.20,70.65,7.86,6.45,8.85,3.17,87434424,6725839359.43,210930
2026-06-24 00:00:00,OLAELEC,OLA ELECTRIC MOBILITY LTD,43.89,44.04,42.50,43.17,43.63,-1.05,1.54,3.51,0.60,87177652,3769929717.30,120549
2026-06-24 00:00:00,TATSILV,TATAAML-TATSILV,21.82,22.22,21.36,21.66,21.82,-0.73,0.86,3.94,0.00,87036326,1884001765.26,80426
2026-06-24 00:00:00,IRFC,INDIAN RAILWAY FIN CORP L,94.00,94.75,91.91,92.50,98.67,-6.25,2.84,3.02,-4.73,80616106,7531375706.00,220301
2026-06-24 00:00:00,PATELENG,PATEL ENGINEERING LTD.,32.18,35.95,32.01,34.63,32.12,7.81,3.94,12.24,0.19,72376516,2514814123.54,141229
2026-06-24 00:00:00,GMRAIRPORT,GMR AIRPORTS LIMITED,107.40,108.98,106.37,108.07,107.37,0.65,2.61,2.43,0.03,70499514,7566317873.10,78007
2026-06-24 00:00:00,SEPC,SEPC LIMITED,7.00,7.01,6.70,6.81,6.94,-1.87,0.31,4.43,0.86,67651520,462243065.53,33956
2026-06-24 00:00:00,SUZLON,SUZLON ENERGY LIMITED,58.25,58.79,57.61,57.91,58.29,-0.65,1.18,2.03,-0.07,63851176,3716708545.40,92746
2026-06-24 00:00:00,SALASAR,SALASAR TECHNO ENGG. LTD.,7.00,7.21,6.32,6.44,7.00,-8.00,0.89,12.71,0.00,59172766,391310509.32,29177
2026-06-24 00:00:00,WIPRO,WIPRO LTD,171.50,175.49,171.49,174.48,174.49,-0.01,4.00,2.33,-1.71,56627728,9838878787.29,263311
2026-06-24 00:00:00,HCC,HINDUSTAN CONSTRUCTION CO,26.99,28.11,26.95,27.38,27.14,0.88,1.16,4.30,-0.55,52785278,1457540686.80,43471
2026-06-24 00:00:00,IFCI,IFCI LTD,81.95,82.10,78.39,79.74,81.58,-2.26,3.71,4.53,0.45,52714805,4206179780.95,119936
2026-06-24 00:00:00,TATASTEEL,TATA STEEL LIMITED,192.80,193.38,189.59,190.16,193.56,-1.76,3.79,1.97,-0.39,51305789,9793275669.49,315355
2026-06-24 00:00:00,JPPOWER,JAIPRAKASH POWER VEN. LTD,18.02,18.24,17.78,17.98,18.02,-0.22,0.46,2.55,0.00,46512332,835960623.19,34141
2026-06-24 00:00:00,TRIDENT,TRIDENT LIMITED,25.67,27.31,25.59,26.78,25.68,4.28,1.72,6.70,-0.04,46397156,1241698870.51,77236
2026-06-24 00:00:00,MEESHO,MEESHO LIMITED,185.99,188.89,181.06,188.37,186.78,0.85,7.83,4.21,-0.42,43185749,8045036586.62,222570
2026-06-24 00:00:00,EASEMYTRIP,EASY TRIP PLANNERS LTD,7.88,7.88,7.49,7.54,7.85,-3.95,0.39,4.95,0.38,43139806,329283481.33,14785
2026-06-24 00:00:00,GTLINFRA,GTL INFRA.LTD,1.45,1.48,1.43,1.44,1.46,-1.37,0.05,3.45,-0.68,41819606,60681481.34,11532
2026-06-24 00:00:00,BHARATCOAL,BHARAT COKING COAL LTD,40.93,42.38,40.71,41.78,41.14,1.56,1.67,4.08,-0.51,39719747,1658805297.86,56123
