Date,Symbol,Company,Open,High,Low,Close,PrevClose,DailyReturnPct,DailyRange,RangePct,GapPct,Volume,TradedValue,Trades
2026-06-08 00:00:00,IDEA,IDEA,14.82,15.04,14.26,14.40,14.95,-3.68,0.78,5.26,-0.87,551994929,81286.88,730259
2026-06-08 00:00:00,OLAELEC,OLAELEC,44.00,46.37,43.28,44.43,44.88,-1.00,3.09,7.02,-1.96,254523598,113476.28,301676
2026-06-08 00:00:00,GTLINFRA,GTLINFRA,1.62,1.65,1.51,1.51,1.61,-6.21,0.14,8.64,0.62,145479193,2288.26,26971
2026-06-08 00:00:00,ZEEL,ZEEL,113.00,117.20,109.40,111.09,112.27,-1.05,7.80,6.90,0.65,135948580,154603.26,385425
2026-06-08 00:00:00,TATSILV,TATSILV,23.52,23.52,22.82,23.08,24.70,-6.56,0.70,2.98,-4.78,124973125,28927.15,143648
2026-06-08 00:00:00,YESBANK,YESBANK,22.94,23.55,22.92,23.00,23.30,-1.29,0.63,2.75,-1.55,117743530,27393.24,103750
2026-06-08 00:00:00,JPPOWER,JPPOWER,18.80,19.24,18.35,18.51,19.03,-2.73,0.89,4.73,-1.21,90844244,17087.78,61095
2026-06-08 00:00:00,SUZLON,SUZLON,54.20,55.89,53.82,54.43,55.31,-1.59,2.07,3.82,-2.01,76527450,42088.80,120730
2026-06-08 00:00:00,EXICOM,EXICOM,131.70,154.32,129.06,150.53,133.85,12.46,25.26,19.18,-1.61,76275747,113338.74,332248
2026-06-08 00:00:00,TATAGOLD,TATAGOLD,14.62,14.95,14.54,14.58,15.00,-2.80,0.41,2.80,-2.53,75406422,11018.76,118770
2026-06-08 00:00:00,WIPRO,WIPRO,193.39,193.89,181.00,181.76,198.37,-8.37,12.89,6.67,-2.51,75164049,139659.97,454482
2026-06-08 00:00:00,PWL,PWL,101.00,111.87,100.50,105.53,102.73,2.73,11.37,11.26,-1.68,71696602,77095.22,257712
