Date,Symbol,Company,Open,High,Low,Close,PrevClose,DailyReturnPct,DailyRange,RangePct,GapPct,Volume,TradedValue,Trades
 11-Jun-2026,IDEA,IDEA,13.78,14.49,13.73,14.17,13.88,2.09,0.76,5.52,-0.72,802424304,114445.26,875859
 11-Jun-2026,OLAELEC,OLAELEC,46.75,48.19,43.42,45.54,47.32,-3.76,4.77,10.2,-1.2,384407728,175009.11,407125
 11-Jun-2026,ZEEL,ZEEL,103.0,112.89,102.95,111.45,102.93,8.28,9.94,9.65,0.07,147507343,159289.89,392563
 11-Jun-2026,MOTISONS,MOTISONS,12.2,14.1,12.17,13.22,12.29,7.57,1.93,15.82,-0.73,116205516,15831.26,76016
 11-Jun-2026,GTLINFRA,GTLINFRA,1.45,1.5,1.41,1.44,1.44,0.0,0.09,6.21,0.69,109196013,1588.61,16982
 11-Jun-2026,TATAGOLD,TATAGOLD,13.76,14.09,13.34,14.02,14.25,-1.61,0.75,5.45,-3.44,93214252,13075.25,90527
 11-Jun-2026,YESBANK,YESBANK,22.5,22.77,22.18,22.22,22.6,-1.68,0.59,2.62,-0.44,93036362,20849.14,81255
 11-Jun-2026,JPPOWER,JPPOWER,17.81,18.1,17.58,17.74,18.0,-1.44,0.52,2.92,-1.06,73086745,13015.85,52185
 11-Jun-2026,KWIL,KWIL,32.85,36.4,32.6,34.86,33.01,5.6,3.8,11.57,-0.48,64649063,22839.18,112372
 11-Jun-2026,PCJEWELLER,PCJEWELLER,8.63,8.9,8.47,8.74,8.65,1.04,0.43,4.98,-0.23,63711610,5540.14,21513
 11-Jun-2026,EASEMYTRIP,EASEMYTRIP,8.72,8.72,8.2,8.31,8.82,-5.78,0.52,5.96,-1.13,61140201,5171.22,28784
 11-Jun-2026,TATSILV,TATSILV,22.3,22.9,22.21,22.48,22.38,0.45,0.69,3.09,-0.36,57735237,12973.22,67472
 11-Jun-2026,HFCL,HFCL,160.66,170.7,160.66,163.68,169.11,-3.21,10.04,6.25,-5.0,52686036,86272.55,155174
 11-Jun-2026,CUPID,CUPID,151.3,156.6,142.49,155.18,150.59,3.05,14.11,9.33,0.47,46400839,71216.71,207926
 11-Jun-2026,CANBK,CANBK,132.7,133.78,130.6,131.52,133.46,-1.45,3.18,2.4,-0.57,46246010,61031.8,107746
