Date,Symbol,Company,Open,High,Low,Close,PrevClose,DailyReturnPct,DailyRange,RangePct,GapPct,Volume,TradedValue,Trades
2026-07-16,PCJEWELLER,PC JEWELLER LTD,10.74,10.84,10.24,10.32,10.57,-2.37,0.6,5.59,1.61,317230029,3309986147.51,134590
2026-07-16,IDEA,VODAFONE IDEA LIMITED,13.79,14.05,13.76,13.89,13.67,1.61,0.29,2.1,0.88,299979019,4168120286.58,347939
2026-07-16,MRPL,MRPL,163.75,178.4,160.62,173.33,157.47,10.07,17.78,10.86,3.99,204353491,35249857713.45,770633
2026-07-16,GROWW,BILLIONBRAINS GARAGE VN L,219.69,220.98,204.55,205.64,216.33,-4.94,16.43,7.48,1.55,74536961,15749448397.92,393718
2026-07-16,BECTORFOOD,MRS BECTORS FOOD SPE LTD,182.01,197.5,177.52,192.23,168.97,13.77,19.98,10.98,7.72,71620356,13628043622.92,419568
2026-07-16,JPPOWER,JAIPRAKASH POWER VEN. LTD,16.82,17.5,16.72,16.99,16.75,1.43,0.78,4.64,0.42,67549413,1154973566.16,57949
2026-07-16,JINDWORLD,JINDAL WORLDWIDE LTD,30.0,33.73,29.76,32.06,30.1,6.51,3.97,13.23,-0.33,61221254,2001930784.68,174985
2026-07-16,PAISALO,PAISALO DIGITAL LIMITED,72.3,76.39,72.3,73.78,72.03,2.43,4.09,5.66,0.37,55818799,4153385385.38,76940
2026-07-16,BHEL,BHEL,424.2,441.0,407.05,435.4,417.95,4.18,33.95,8.0,1.5,55731908,23635899163.75,400250
2026-07-16,YESBANK,YES BANK LIMITED,23.8,23.87,23.58,23.75,23.6,0.64,0.29,1.22,0.85,53414170,1268018822.89,70378
2026-07-16,SUZLON,SUZLON ENERGY LIMITED,52.6,52.69,51.88,51.97,52.42,-0.86,0.81,1.54,0.34,45561488,2377411991.79,83635
2026-07-16,CUPID,CUPID LIMITED,220.75,222.0,208.22,212.98,219.66,-3.04,13.78,6.24,0.5,43210670,9313076603.59,227565
2026-07-16,KALYANKJIL,KALYAN JEWELLERS IND LTD,544.95,555.6,532.5,546.6,548.1,-0.27,23.1,4.24,-0.57,43022984,23382965250.65,308753
2026-07-16,ADANIPOWER,ADANI POWER LTD,222.0,222.2,216.12,216.57,218.97,-1.1,6.08,2.74,1.38,40710986,8923327407.29,170987
2026-07-16,ZEEL,ZEE ENTERTAINMENT ENT LTD,101.93,106.49,100.14,105.82,101.85,3.9,6.35,6.23,0.08,39701486,4153642108.52,107580
2026-07-16,VOGL,VEDANTA OIL AND GAS LTD,36.5,37.2,36.2,36.42,36.69,-0.74,1.0,2.74,-0.52,39155040,1434652868.28,57543
2026-07-16,OLAELEC,OLA ELECTRIC MOBILITY LTD,40.9,41.4,39.67,39.9,40.65,-1.85,1.73,4.23,0.62,38731402,1566482469.97,94599
2026-07-16,LASERPOWER,LASER POWER & INFRA LTD,250.0,270.0,250.0,262.42,214.0,22.63,20.0,8.0,16.82,38655377,10075853154.92,293014
2026-07-16,VISL,VEDANTA IRON AND STEEL L,33.3,35.0,33.15,34.57,33.37,3.6,1.85,5.56,-0.21,38398016,1315458438.46,62851
2026-07-16,SOUTHBANK,THE SOUTH INDIAN BANK LTD,45.74,46.59,43.94,45.39,45.52,-0.29,2.65,5.79,0.48,35495538,1609572876.19,72109
2026-07-16,SWIGGY,SWIGGY LIMITED,272.0,283.5,271.0,272.96,270.09,1.06,12.5,4.6,0.71,34357269,9560281229.11,182910
2026-07-16,GTLINFRA,GTL INFRA.LTD,1.28,1.3,1.27,1.27,1.28,-0.78,0.03,2.34,0.0,32198844,41255980.05,15128
2026-07-16,ETERNAL,ETERNAL LIMITED,298.75,299.0,285.05,286.45,294.8,-2.83,13.95,4.67,1.34,31866265,9264612351.2,144867
2026-07-16,TATSILV,TATAAML-TATSILV,21.2,21.33,20.62,21.01,21.2,-0.9,0.71,3.35,0.0,31035544,652841780.73,43638
