Date,Symbol,Company,Open,High,Low,Close,PrevClose,DailyReturnPct,DailyRange,RangePct,GapPct,Volume,TradedValue,Trades
2026-08-14 00:00:00,IDEA,VODAFONE IDEA LIMITED,13.53,14.19,13.49,14.11,13.51,4.44,0.70,5.17,0.15,778908986,10892824439.47,1020297
2026-08-14 00:00:00,MOTISONS,MOTISONS JEWELLERS LTD,14.76,17.50,14.48,16.75,14.62,14.57,3.02,20.46,0.96,410441404,6684675250.71,723120
2026-08-14 00:00:00,ZEEL,ZEE ENTERTAINMENT ENT LTD,97.00,104.74,95.46,102.28,96.75,5.72,9.28,9.57,0.26,111249116,11380954480.84,312925
2026-08-14 00:00:00,PCJEWELLER,PC JEWELLER LTD,9.55,9.70,9.45,9.64,9.57,0.73,0.25,2.62,-0.21,94796940,907833187.38,33537
2026-08-14 00:00:00,LEAPIND,LEAP INDIA LIMITED,165.90,167.00,143.00,144.93,159.00,-8.85,24.00,14.47,4.34,92916431,14589015030.18,590818
2026-08-14 00:00:00,WELSPUNLIV,WELSPUN LIVING LIMITED,170.00,178.00,162.84,164.06,159.83,2.65,15.16,8.92,6.36,73543291,12616087764.28,379103
2026-08-14 00:00:00,ZEEMEDIA,ZEE MEDIA CORPORATION LTD,9.39,9.85,8.88,9.63,8.58,12.24,0.97,10.33,9.44,51464754,484324052.79,140108
2026-08-14 00:00:00,GANGAFORGE,GANGA FORGING LIMITED,2.62,2.63,2.62,2.62,2.51,4.38,0.01,0.38,4.38,40584666,106631396.52,10654
2026-08-14 00:00:00,MOREPENLAB,MOREPEN LAB. LTD,81.70,84.84,78.50,84.19,80.89,4.08,6.34,7.76,1.00,40157885,3314810852.20,103013
2026-08-14 00:00:00,JPPOWER,JAIPRAKASH POWER VEN. LTD,17.55,17.90,17.30,17.39,17.54,-0.86,0.60,3.42,0.06,40020775,701073356.49,94428
2026-08-14 00:00:00,ASHOKLEY,ASHOK LEYLAND LTD,177.11,179.50,169.75,171.64,176.23,-2.60,9.75,5.51,0.50,39171573,6847657673.88,184443
2026-08-14 00:00:00,YESBANK,YES BANK LIMITED,22.98,23.00,22.67,22.67,22.98,-1.35,0.33,1.44,0.00,38939042,888548126.96,51828
2026-08-14 00:00:00,OLAELEC,OLA ELECTRIC MOBILITY LTD,39.60,39.79,38.46,38.73,39.67,-2.37,1.33,3.36,-0.18,33130857,1286854892.61,69316
2026-08-14 00:00:00,TMPV,TATA MOTORS PASS VEH LTD,329.00,337.75,329.00,334.50,349.60,-4.32,8.75,2.66,-5.89,31933028,10622202263.30,294260
2026-08-14 00:00:00,TATSILV,TATAAML-TATSILV,22.38,22.49,22.07,22.45,22.41,0.18,0.42,1.88,-0.13,30782811,686577375.98,36950
2026-08-14 00:00:00,ETERNAL,ETERNAL LIMITED,317.80,325.00,316.80,318.50,318.00,0.16,8.20,2.58,-0.06,30147388,9672238290.05,128717
2026-08-14 00:00:00,TECHNOCRAF,TECHNOCRAFT VENTURES LTD,284.00,334.40,284.00,311.15,212.00,46.77,50.40,17.75,33.96,28679235,8797346352.53,328551
2026-08-14 00:00:00,SAIL,STEEL AUTHORITY OF INDIA,167.99,171.60,158.73,169.51,168.68,0.49,12.87,7.66,-0.41,28039740,4646779196.52,103784
2026-08-14 00:00:00,VISL,VEDANTA IRON AND STEEL L,38.80,39.20,36.86,36.87,38.79,-4.95,2.34,6.03,0.03,26082607,972689515.46,59377
2026-08-14 00:00:00,SUZLON,SUZLON ENERGY LIMITED,47.40,47.44,47.00,47.10,47.61,-1.07,0.44,0.93,-0.44,25913687,1222857685.88,50545
2026-08-14 00:00:00,CUPID,CUPID LIMITED,295.00,299.00,288.01,293.88,294.86,-0.33,10.99,3.73,0.05,25656653,7552558732.53,212591
2026-08-14 00:00:00,SUMEETINDS,SUMEET IND LIMITED,13.89,14.78,13.65,14.77,14.08,4.90,1.13,8.14,-1.35,25096413,363758467.79,39812
2026-08-14 00:00:00,MUNJALAU,MUNJAL AUTO IND. LTD.,122.06,125.23,116.68,120.53,119.37,0.97,8.55,7.00,2.25,24017145,2907856781.46,128715
2026-08-14 00:00:00,RHETAN,RHETAN TMT LIMITED,20.90,21.55,20.90,21.05,21.01,0.19,0.65,3.11,-0.52,23892340,504788799.52,15414
2026-08-14 00:00:00,SAMMAANCAP,SAMMAAN CAPITAL LIMITED,160.00,162.90,152.00,152.39,161.83,-5.83,10.90,6.81,-1.13,22679522,3542821699.50,86555
2026-08-14 00:00:00,HONASA,HONASA CONSUMER LIMITED,495.40,509.80,486.60,502.80,479.45,4.87,23.20,4.68,3.33,22425106,11148175991.00,261312
2026-08-14 00:00:00,ALLCARGO,ALLCARGO LOGISTICS LTD,10.10,10.43,9.76,10.00,10.07,-0.70,0.67,6.63,0.30,22152371,221262375.49,18748
2026-08-14 00:00:00,VOGL,VEDANTA OIL AND GAS LTD,37.98,37.99,36.93,37.14,37.85,-1.88,1.06,2.79,0.34,22132913,824841371.38,41356
2026-08-14 00:00:00,ARDEE,ARDEE INDUSTRIES LIMITED,64.78,64.78,58.61,59.15,64.87,-8.82,6.17,9.52,-0.14,22017200,1344019931.47,75152
2026-08-14 00:00:00,ESSENTIA,INTEGRA ESSENTIA LIMITED,1.52,1.52,1.38,1.38,1.45,-4.83,0.14,9.21,4.83,21721251,31718429.30,2146
2026-08-14 00:00:00,RATNAVEER,RATNAVEER PRECISION ENG L,221.00,233.02,209.00,230.16,220.00,4.62,24.02,10.87,0.45,21537789,4841341018.33,151103
2026-08-14 00:00:00,GTLINFRA,GTL INFRA.LTD,1.23,1.24,1.21,1.21,1.23,-1.63,0.03,2.44,0.00,20958496,25636979.07,14122
2026-08-14 00:00:00,EASEMYTRIP,EASY TRIP PLANNERS LTD,6.25,6.44,6.19,6.40,6.19,3.39,0.25,4.00,0.97,20584423,130142136.16,10206
2026-08-14 00:00:00,HDFCBANK,HDFC BANK LTD,725.00,729.60,723.50,727.00,725.00,0.28,6.10,0.84,0.00,20364131,14804079006.05,242796
2026-08-14 00:00:00,MARKSANS,MARKSANS PHARMA LIMITED,301.15,336.60,300.75,333.00,303.40,9.76,35.85,11.90,-0.74,20243407,6586333499.60,192146
2026-08-14 00:00:00,NMDC,NMDC LTD.,85.33,85.35,83.14,84.40,85.00,-0.71,2.21,2.59,0.39,18589633,1561013151.65,51692
2026-08-14 00:00:00,OMAXE,OMAXE LIMITED,103.00,108.61,95.51,99.14,98.37,0.78,13.10,12.72,4.71,18269128,1824439816.48,94810
2026-08-14 00:00:00,UNIONBANK,UNION BANK OF INDIA,187.33,189.34,186.39,187.38,186.50,0.47,2.95,1.57,0.45,17139005,3214875570.79,74258
2026-08-14 00:00:00,HFCL,HFCL LIMITED,228.00,230.70,220.70,223.11,227.36,-1.87,10.00,4.39,0.28,16693107,3772134335.93,84569
2026-08-14 00:00:00,UJJIVANSFB,UJJIVAN SMALL FINANC BANK,71.55,72.85,71.10,72.47,71.19,1.80,1.75,2.45,0.51,16653738,1203353191.90,58305
2026-08-14 00:00:00,JIOFIN,JIO FIN SERVICES LTD,255.60,255.60,249.05,249.05,255.60,-2.56,6.55,2.56,0.00,16541508,4156875788.85,90249
2026-08-14 00:00:00,TATASTEEL,TATA STEEL LIMITED,184.00,184.19,180.00,183.50,184.85,-0.73,4.19,2.28,-0.46,16131505,2940912716.43,106805
2026-08-14 00:00:00,FILATFASH,FILATEX FASHIONS LIMITED,0.18,0.19,0.18,0.18,0.18,0.00,0.01,5.56,0.00,15687091,2917244.23,1687
2026-08-14 00:00:00,LICI,LIFE INSURA CORP OF INDIA,411.00,416.15,406.25,413.50,412.15,0.33,9.90,2.41,-0.28,14993510,6191298847.95,54040
2026-08-14 00:00:00,NATIONALUM,NATIONAL ALUMINIUM CO LTD,378.60,384.95,375.00,376.00,400.50,-6.12,9.95,2.63,-5.47,14954594,5669605899.15,135176
2026-08-14 00:00:00,IFCI,IFCI LTD,76.90,77.84,76.10,76.94,76.66,0.37,1.74,2.26,0.31,14123805,1086190886.36,38996
2026-08-14 00:00:00,ATALREAL,ATAL REALTECH LIMITED,36.19,36.70,35.80,36.13,35.98,0.42,0.90,2.49,0.58,13879589,503019780.05,12099
2026-08-14 00:00:00,ADANIPOWER,ADANI POWER LTD,205.91,208.14,205.00,205.25,206.10,-0.41,3.14,1.52,-0.09,13864195,2857898563.66,86771
2026-08-14 00:00:00,JUBLFOOD,JUBILANT FOODWORKS LTD,495.35,521.00,495.00,504.10,491.55,2.55,26.00,5.25,0.77,12894239,6573759973.65,173688
2026-08-14 00:00:00,MOL,MEGHMANI ORGANICS LIMITED,57.99,63.67,57.54,63.23,57.98,9.05,6.13,10.57,0.02,12711413,784865484.42,51034
2026-08-14 00:00:00,SBC,SBC EXPORTS LIMITED,39.41,39.67,38.11,38.60,38.55,0.13,1.56,3.96,2.23,12439208,481064741.31,15418
2026-08-14 00:00:00,RBA,RESTAURANT BRAND ASIA LTD,98.50,102.10,96.79,99.08,98.35,0.74,5.31,5.39,0.15,12303317,1230609731.66,46015
2026-08-14 00:00:00,BHARTIARTL,BHARTI AIRTEL LIMITED,1939.10,2005.80,1932.00,1992.10,1939.10,2.73,73.80,3.81,0.00,12282580,24413834493.20,311440
2026-08-14 00:00:00,ONGC,OIL AND NATURAL GAS CORP.,239.49,239.60,235.25,236.40,239.90,-1.46,4.35,1.82,-0.17,12128656,2870051383.34,116870
2026-08-14 00:00:00,RPOWER,RELIANCE POWER LTD.,23.30,23.40,22.91,22.98,23.22,-1.03,0.49,2.10,0.34,11979556,275918951.73,24915
2026-08-14 00:00:00,HMAAGRO,HMA AGRO INDUSTRIES LTD,23.00,25.34,22.00,24.24,21.91,10.63,3.34,14.52,4.97,11840343,289575035.57,32133
2026-08-14 00:00:00,KWIL,KWALITY WALL'S (INDIA) L,37.25,37.25,35.51,35.99,36.94,-2.57,1.74,4.67,0.84,11770440,425217803.80,23548
2026-08-14 00:00:00,GROWW,BILLIONBRAINS GARAGE VN L,198.00,198.25,194.60,196.17,197.99,-0.92,3.65,1.84,0.01,11500813,2255761364.87,54327
2026-08-14 00:00:00,PPLPHARMA,PIRAMAL PHARMA LIMITED,203.40,215.85,202.01,206.64,212.67,-2.84,13.84,6.80,-4.36,11439262,2385214999.78,85555
2026-08-14 00:00:00,BHEL,BHEL,419.95,430.00,416.55,421.70,420.00,0.40,13.45,3.20,-0.01,11362612,4825303893.65,97797
2026-08-14 00:00:00,PNB,PUNJAB NATIONAL BANK,117.88,118.90,117.40,118.00,117.59,0.35,1.50,1.27,0.25,11249012,1328897364.28,57551
2026-08-14 00:00:00,HCC,HINDUSTAN CONSTRUCTION CO,19.70,20.00,19.63,19.82,20.07,-1.25,0.37,1.88,-1.84,10947392,217130611.09,14258
2026-08-14 00:00:00,MAHABANK,BANK OF MAHARASHTRA,81.95,81.95,79.80,80.12,81.65,-1.87,2.15,2.62,0.37,10900006,876183611.86,46110
2026-08-14 00:00:00,DEVYANI,DEVYANI INTERNATIONAL LTD,138.50,145.00,138.25,143.76,138.51,3.79,6.75,4.87,-0.01,10735853,1541213654.64,63261
2026-08-14 00:00:00,VEDL,VEDANTA LIMITED,270.00,271.10,266.55,267.50,271.10,-1.33,4.55,1.69,-0.41,10612499,2849173983.60,68621
2026-08-14 00:00:00,TFCILTD,TOURISM FINANCE CORP. OF,117.24,119.50,116.30,117.44,115.31,1.85,3.20,2.73,1.67,10567267,1247978869.53,24111
2026-08-14 00:00:00,MOTHERSON,SAMVRDHNA MTHRSN INTL LTD,167.42,169.28,166.71,168.30,167.40,0.54,2.57,1.54,0.01,10509453,1767537187.49,74783
2026-08-14 00:00:00,RELIANCE,RELIANCE INDUSTRIES LTD,1317.00,1317.50,1301.50,1310.00,1317.00,-0.53,16.00,1.21,0.00,10497358,13733404720.50,138435
2026-08-14 00:00:00,VEDPOWER,VEDANTA POWER LIMITED,36.72,37.02,36.38,36.54,36.88,-0.92,0.64,1.74,-0.43,10410449,381078025.87,30639
2026-08-14 00:00:00,TMCV,TATA MOTORS LIMITED,474.80,486.30,470.45,474.30,474.80,-0.11,15.85,3.34,0.00,10302331,4915342947.30,153162
2026-08-14 00:00:00,NBCC,NBCC (INDIA) LIMITED,91.99,92.46,89.10,89.15,92.07,-3.17,3.36,3.65,-0.09,10143348,913854215.96,43325
2026-08-14 00:00:00,CANBK,CANARA BANK,131.80,131.80,127.77,131.25,131.80,-0.42,4.03,3.06,0.00,10082358,1316851378.95,46710
2026-08-14 00:00:00,NSLNISP,NMDC STEEL LIMITED,45.51,46.19,44.00,44.50,45.29,-1.74,2.19,4.81,0.49,10079897,454573929.56,37480
2026-08-14 00:00:00,LGEINDIA,LG ELECTRONICS INDIA LTD,1620.00,1736.10,1611.00,1729.70,1578.30,9.59,125.10,7.72,2.64,9832158,16647676827.70,341244
2026-08-14 00:00:00,TARSONS,TARSONS PRODUCTS LIMITED,312.70,375.00,311.90,360.30,312.70,15.22,63.10,20.18,0.00,9830521,3459597248.85,137363
2026-08-14 00:00:00,SAGILITY,SAGILITY LIMITED,42.70,42.85,42.00,42.28,42.66,-0.89,0.85,1.99,0.09,9663209,408538783.06,28817
2026-08-14 00:00:00,URBANCO,URBAN COMPANY LIMITED,141.00,145.65,139.83,144.39,141.34,2.16,5.82,4.13,-0.24,9659315,1385722778.54,68467
2026-08-14 00:00:00,KOTAKBANK,KOTAK MAHINDRA BANK LTD,393.10,394.35,389.85,391.15,392.40,-0.32,4.50,1.14,0.18,9519332,3731712618.25,125474
2026-08-14 00:00:00,APEX,APEX FROZEN FOODS LIMITED,425.10,441.20,403.15,426.35,367.70,15.95,38.05,8.95,15.61,9316207,4019199145.95,106872
2026-08-14 00:00:00,IOC,INDIAN OIL CORP LTD,140.85,140.85,138.82,139.40,141.50,-1.48,2.03,1.44,-0.46,9237608,1288647370.97,109117
2026-08-14 00:00:00,FCL,FINEOTEX CHEMICAL LIMITED,41.66,43.50,41.66,43.36,41.66,4.08,1.84,4.42,0.00,9160593,393332141.72,20135
2026-08-14 00:00:00,BALUFORGE,BALU FORGE INDUSTRIES LTD,450.00,506.90,449.15,493.75,446.25,10.64,57.75,12.83,0.84,8980616,4430361360.35,154319
2026-08-14 00:00:00,TPHQ,TEAMO PRODUCTIONS HQ LTD,0.42,0.49,0.42,0.49,0.41,19.51,0.07,16.67,2.44,8857331,4220693.94,901
2026-08-14 00:00:00,SEPC,SEPC LIMITED,5.97,5.97,5.75,5.77,5.87,-1.70,0.22,3.69,1.70,8813725,51094237.66,6187
2026-08-14 00:00:00,HINDCOPPER,HINDUSTAN COPPER LTD,546.50,546.70,515.00,529.05,544.45,-2.83,31.70,5.80,0.38,8696054,4584278431.80,115904
2026-08-14 00:00:00,BDL,BHARAT DYNAMICS LIMITED,1381.60,1419.80,1347.30,1398.00,1375.50,1.64,72.50,5.25,0.44,8457532,11704746176.30,206116
2026-08-14 00:00:00,CCAVENUE,AVENUESAI LIMITED,15.65,15.72,15.30,15.43,15.64,-1.34,0.42,2.68,0.06,8361344,129827324.64,12234
2026-08-14 00:00:00,LLOYDSENGG,LLOYDS ENGG WORK LIMITED,91.15,94.50,91.15,93.53,91.15,2.61,3.35,3.68,0.00,8313171,776972778.60,33676
2026-08-14 00:00:00,GMRAIRPORT,GMR AIRPORTS LIMITED,103.07,103.47,101.51,101.51,103.00,-1.45,1.96,1.90,0.07,8232504,842210523.58,29700
2026-08-14 00:00:00,LENSKART,LENSKART SOLUTIONS LTD,597.75,616.00,597.75,611.85,596.90,2.50,18.25,3.05,0.14,8204077,5006986519.15,140244
2026-08-14 00:00:00,TATAPOWER,TATA POWER CO LTD,382.50,390.40,379.60,382.05,382.80,-0.20,10.80,2.82,-0.08,8187038,3163496777.60,57231
2026-08-14 00:00:00,SWIGGY,SWIGGY LIMITED,279.00,282.75,274.30,276.30,279.80,-1.25,8.45,3.03,-0.29,8088166,2246332830.70,41704
2026-08-14 00:00:00,BCG,BRIGHTCOM GROUP LIMITED,9.69,10.08,9.61,9.93,9.67,2.69,0.47,4.85,0.21,8073215,79521791.01,6468
2026-08-14 00:00:00,BPCL,BHARAT PETROLEUM CORP  LT,314.85,319.45,314.05,319.45,315.00,1.41,5.40,1.72,-0.05,8035947,2551729702.60,47336
2026-08-14 00:00:00,HINDPETRO,HINDUSTAN PETROLEUM CORP,374.00,374.95,371.00,373.50,392.90,-4.94,3.95,1.06,-4.81,8013809,2988157958.90,96101
2026-08-14 00:00:00,BANKBARODA,BANK OF BARODA,248.00,250.79,247.50,248.22,248.00,0.09,3.29,1.33,0.00,7812221,1946052563.86,51381
2026-08-14 00:00:00,PINELABS,PINE LABS LIMITED,167.00,169.10,164.30,164.86,166.58,-1.03,4.80,2.87,0.25,7778096,1296284925.73,52128
2026-08-14 00:00:00,NTPC,NTPC LTD,343.65,343.65,337.50,340.00,344.25,-1.23,6.15,1.79,-0.17,7507624,2548515992.20,66641
2026-08-14 00:00:00,SALASAR,SALASAR TECHNO ENGG. LTD.,5.80,6.09,5.74,5.96,5.90,1.02,0.35,6.03,-1.69,7464628,44535469.82,4459
2026-08-14 00:00:00,IDFCFIRSTB,IDFC FIRST BANK LIMITED,86.42,86.52,85.53,85.69,86.55,-0.99,0.99,1.15,-0.15,7407001,636293018.65,33830
2026-08-14 00:00:00,BEL,BHARAT ELECTRONICS LTD,410.45,412.50,408.25,410.80,410.50,0.07,4.25,1.04,-0.01,7388147,3031550884.60,64385
