Date,Symbol,Company,Open,High,Low,Close,PrevClose,DailyReturnPct,DailyRange,RangePct,GapPct,Volume,TradedValue,Trades
2026-07-20,PCJEWELLER,PC JEWELLER LTD,9.75,10.27,9.63,9.84,9.7,1.44,0.64,6.56,0.52,376893054,3763271093.75,260452
2026-07-20,IDEA,VODAFONE IDEA LIMITED,13.71,13.78,13.42,13.51,13.74,-1.67,0.36,2.63,-0.22,324121150,4409758809.26,433598
2026-07-20,YESBANK,YES BANK LIMITED,23.65,23.65,22.71,22.93,23.61,-2.88,0.94,3.97,0.17,133383727,3068875952.69,121714
2026-07-20,PNB,PUNJAB NATIONAL BANK,108.26,111.95,107.4,111.76,105.77,5.66,4.55,4.2,2.35,118992976,13170232181.0,275963
2026-07-20,BEPL,BHANSALI ENG. POLYMERS LT,115.75,132.88,111.37,127.77,113.1,12.97,21.51,18.58,2.34,102860780,13087508875.27,460282
2026-07-20,BECTORFOOD,MRS BECTORS FOOD SPE LTD,187.0,215.95,185.1,210.08,188.63,11.37,30.85,16.5,-0.86,85300289,17821445542.83,491647
2026-07-20,JPPOWER,JAIPRAKASH POWER VEN. LTD,16.86,17.27,16.68,16.89,16.87,0.12,0.59,3.5,-0.06,63141609,1069769445.8,32573
2026-07-20,CUPID,CUPID LIMITED,214.4,216.8,201.0,207.27,214.78,-3.5,15.8,7.37,-0.18,62639495,12931259108.93,281782
2026-07-20,HDFCBANK,HDFC BANK LTD,790.0,790.0,774.55,777.6,819.6,-5.12,15.45,1.96,-3.61,56061789,43763898766.6,979171
2026-07-20,GTLINFRA,GTL INFRA.LTD,1.24,1.28,1.23,1.25,1.24,0.81,0.05,4.03,0.0,51908967,65013392.0,20356
2026-07-20,SUZLON,SUZLON ENERGY LIMITED,52.07,53.29,51.61,53.09,51.99,2.12,1.68,3.23,0.15,51555144,2720225945.03,88056
2026-07-20,CANBK,CANARA BANK,125.15,129.6,125.06,128.82,125.01,3.05,4.54,3.63,0.11,44159205,5658627575.85,117833
2026-07-20,OLAELEC,OLA ELECTRIC MOBILITY LTD,39.97,40.19,38.82,39.18,40.17,-2.46,1.37,3.43,-0.5,40933862,1614890179.46,93555
2026-07-20,UNIONBANK,UNION BANK OF INDIA,168.0,177.29,167.77,175.93,168.46,4.43,9.52,5.67,-0.27,36352077,6330524629.46,185417
2026-07-20,TATSILV,TATAAML-TATSILV,20.85,21.2,20.85,21.11,20.81,1.44,0.35,1.68,0.19,33542248,708112924.01,54451
