Date,Symbol,Company,Open,High,Low,Close,PrevClose,DailyReturnPct,DailyRange,RangePct,GapPct,Volume,TradedValue,Trades
2026-09-03 00:00:00,PCJEWELLER,PC JEWELLER LTD,10.23,10.79,10.17,10.52,10.18,3.34,0.62,6.06,0.49,440757053,4644068584.30,107538
2026-09-03 00:00:00,IDEA,VODAFONE IDEA LIMITED,14.63,14.72,14.44,14.48,14.53,-0.34,0.28,1.91,0.69,261299227,3801746860.04,339546
2026-09-03 00:00:00,LUMINO,LUMINO INDUSTRIES LIMITED,110.00,118.99,106.54,110.32,82.00,34.54,12.45,11.32,34.15,178315729,20193188472.99,733594
2026-09-03 00:00:00,IFCI,IFCI LTD,98.21,101.66,94.50,95.91,98.32,-2.45,7.16,7.29,-0.11,166355112,16368863498.86,418481
2026-09-03 00:00:00,JINDWORLD,JINDAL WORLDWIDE LTD,40.52,48.22,40.52,48.15,40.19,19.81,7.70,19.00,0.82,110819795,5093916738.13,193423
2026-09-03 00:00:00,OLAELEC,OLA ELECTRIC MOBILITY LTD,39.35,39.70,37.11,37.47,38.98,-3.87,2.59,6.58,0.95,66732839,2550156612.28,133011
2026-09-03 00:00:00,ALOKINDS,ALOK INDUSTRIES LIMITED,7.79,8.14,7.45,7.53,7.73,-2.59,0.69,8.86,0.78,61782463,482559801.14,35602
2026-09-03 00:00:00,YESBANK,YES BANK LIMITED,22.15,22.54,22.11,22.54,22.15,1.76,0.43,1.94,0.00,57376675,1286262406.67,72674
2026-09-03 00:00:00,SWIGGY,SWIGGY LIMITED,265.35,275.25,261.35,269.30,267.70,0.60,13.90,5.24,-0.88,56303392,15157029668.15,202964
2026-09-03 00:00:00,MAHABANK,BANK OF MAHARASHTRA,83.15,87.35,82.82,86.32,82.40,4.76,4.53,5.45,0.91,48646685,4196807690.81,115177
2026-09-03 00:00:00,IDFCFIRSTB,IDFC FIRST BANK LIMITED,85.09,88.10,85.04,87.50,85.09,2.83,3.06,3.60,0.00,48178595,4195501536.43,90121
2026-09-03 00:00:00,MILKYMIST,MILKY MIST DAIRY FOOD L,250.62,268.69,246.35,252.89,252.04,0.34,22.34,8.91,-0.56,44203953,11368216855.44,376426
2026-09-03 00:00:00,IRB,IRB INFRA DEV LTD.,19.21,20.04,19.21,19.67,19.18,2.55,0.83,4.32,0.16,40287061,796998710.73,39572
2026-09-03 00:00:00,SALASAR,SALASAR TECHNO ENGG. LTD.,5.64,5.69,4.73,5.08,5.65,-10.09,0.96,17.02,-0.18,40156990,204881719.40,27109
2026-09-03 00:00:00,INOXWIND,INOX WIND LIMITED,71.90,74.56,70.54,74.00,70.59,4.83,4.02,5.59,1.86,39746918,2876607313.92,92953
2026-09-03 00:00:00,MANALIPETC,MANALI PETROCHEMICALS LT,83.00,90.89,82.00,89.73,82.76,8.42,8.89,10.71,0.29,39146179,3474678690.70,123878
2026-09-03 00:00:00,BAJAJHIND,BAJAJ HINDUSTHAN SUGAR LT,21.91,22.55,21.85,22.08,21.84,1.10,0.70,3.19,0.32,37086853,822356209.29,45760
2026-09-03 00:00:00,HINDOILEXP,HINDUSTAN OIL EXPLORATION,167.50,191.00,166.80,184.38,166.18,10.95,24.20,14.45,0.79,35250701,6524800206.09,203744
2026-09-03 00:00:00,ALEMBICLTD,ALEMBIC LIMITED,100.52,117.72,100.52,109.51,100.14,9.36,17.20,17.11,0.38,35036495,3949744395.79,148298
2026-09-03 00:00:00,MOREPENLAB,MOREPEN LAB. LTD,112.50,118.55,109.60,117.45,111.97,4.89,8.95,7.96,0.47,33823982,3929352158.18,130716
2026-09-03 00:00:00,TATSILV,TATAAML-TATSILV,22.42,22.59,21.88,22.34,21.88,2.10,0.71,3.17,2.47,33644060,754194558.35,39340
2026-09-03 00:00:00,SUZLON,SUZLON ENERGY LIMITED,45.70,46.38,45.55,46.03,45.46,1.25,0.83,1.82,0.53,32563002,1500202757.07,54038
2026-09-03 00:00:00,RTNPOWER,RATTANINDIA POWER LIMITED,7.45,7.54,7.20,7.24,7.39,-2.03,0.34,4.56,0.81,29370107,214338518.37,22962
